name,profileUrl,url,desc,phone,fax,email,type,isPublic,publicHours,hasOnSiteTastingRoom,region,img,wines,id,White Wines,Red Wines,Other Types,Alvarinho,Barbera,Black Muscat,Blend - Bordeaux Style Red,Blend - Bordeaux Style White,Blend - Other Red,Blend - Other White,Blend - Proprietary Red,Blend - Proprietary White,Blend - Rhone Style Red,Blend - Rhone Style White,Cabernet Franc,Cabernet Sauvignon,Carmenere,Chardonnay,Chenin Blanc,Cider,Cinsault,Dolcetto,Folle Blanche/ Picpoul Blanc,Fruit,Fume Blanc,Gamay Noir,Gewurztraminer,Grenache Blanc,Grenache Noir,Gruner Veltliner,Late Harvest/Dessert/Ice Wine,Lemberger,Madeleine Angevine,Malbec,Marechal Foch,Mead,Merlot,Montepulciano,Mourvedre,Muller-Thurgau,Muscat Blanc,Muscat Canelli,Muscat Noir,Nebbiolo,Orange Muscat,Other,Petit Verdot,Petite Sirah,Pinot Blanc,Pinot Gris,Pinot Noir,Primitivo,Riesling,Rose,Roussanne,Sagrantino,Sake,Sangiovese,Sauvignon Blanc,Semillon,Siegerrebe,Sparkling,Sylvaner,Syrah,Tempranillo,Tinto Cao,Touriga Nacional,Viognier,Zinfandel
Harbinger Winery,https://www.washingtonwine.org/wineries/harbinger-winery/,http://www.harbingerwinery.com,At Harbinger Winery our obsession with finding the perfect balance of fruit and terrior is evident in every wine.,360-452-4262,,Sara@harbingerwinery.com,Winery,True,"Open Daily from 11am-6pm; 
Sundays 11am-5pm.",1,Olympic Peninsula / Islands,https://wswc-1290.kxcdn.com/_assets/929a6a216e9b711f995f736612ab75fc/2011 logo_vertical (1).jpg,[],645,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hard Row to Hoe Vineyards,https://www.washingtonwine.org/wineries/hard-row-to-hoe-vineyards/,http://www.hardrow.com,"Don't miss the boat! Visit our winery on the shores of beautiful Lake Chelan. Our family-owned, boutique winery makes all the wine on the premises. Our south facing vineyard is irrigated by the cyrstal clear glacial waters of the North Cascade mounta",509-687-3000,,jumpintheboat@hardrow.com,Winery,True,Spring-Summer-Fall 11-6 Daily - Winter 12-5 Thurs-Mon. Or call for hours 509-687-3000,1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/5face3214e8cae3ec5f958dfd0182109/BRW-logo no clouds CMYK.jpg,[],278,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hawkins Cellars,https://www.washingtonwine.org/wineries/hawkins-cellars/,,"After a successful career in the visual effects industry, Thane Hawkins decided it was time for a change. He set his sights on Oregon, and was immediately attracted to the Willamette Valley and its signature Pinot Noir. In his spare time began...",,,,Winery,True,"Closed for the winter! Reopening March 9th
(March-April) Open Saturday & Sunday, noon-5pm
(May-September) Open Thursday-Sunday, noon-6pm
(October-December) Open Saturday & Sunday, noon-5pm
Closed January & February",1,Columbia Gorge,https://wswc-1290.kxcdn.com/_assets/41bfb389835f6ef84b6af22db325f21c/HawkinsRedHawkonwhitebkg- 300dpi.png,[],20159,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Heathen Estate Winery,https://www.washingtonwine.org/wineries/heathen-estate-winery/,,,,,,Winery,False,,1,Southwest WA,https://wswc-1290.kxcdn.com/_assets/3d4091ee479a80edd80047ed303b2505/Heathen logo for 2019 TG.JPG,[],20122,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hedges Family Estate,https://www.washingtonwine.org/wineries/hedges-family-estate/,http://www.hedgesfamilyestate.com,"In the Red Mountain region of Washington State, Hedges Family Estate has concentrated their efforts on Cabernet Sauvignon,Merlot & Syrah since our first vintage in 1987. Sustainable, and Demeter Certified Biodynamic farming, led to the release of...",509 588 3155,509 588 5323,info@hedgesfamilyestate.com,Winery,True,"Winery Tasting Room hours: Friday, Saturday, and Sunday. 11:00 to 5:00 PM, April through November or by appointment.",1,Red Mountain,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,"[{'objectName': '{7C9265C3-DB1F-798E-C098-3E764F62DCE8}', 'name': 'Hedges Family Estate - Red Mountain Blend', 'variety': 'Blend - Bordeaux Style Red'}]",653,0,1,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Heisen House Vineyards,https://www.washingtonwine.org/wineries/heisen-house-vineyards/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],11460,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hence Cellars,https://www.washingtonwine.org/wineries/hence-cellars/,http://www.hencecellars.com,"Country setting with a very unique and warm atmosphere. South side Walla Walla location that is second to none.
A perfect spot to retreat and stay over actually inside the winery.  1 room Guest facilities.",509-386-3962,,henderson@hencecellars.com,Winery,True,"Fri.11am-5:30pm,Sat.11am-5:30pm,Sun11:00am-5:30pm Otherwise call first.",1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/cb38d6b09134be85eaf2f54433067de6/HenceCellars_label.jpg,[],657,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Henry Earl Estates,https://www.washingtonwine.org/wineries/henry-earl-estates/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19710,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hestia Cellars,https://www.washingtonwine.org/wineries/hestia-cellars/,http://www.hestiacellars.com,"Hestia Cellars is dedicated to producing extraordinary wines of individual character, richness, balance, and longevity. Our wines are hand crafted on a small private estate nestled atop the Snoqualmie River Valley in Washington State.",,,info@hestiacellars.com,Winery,False,,0,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/d5d3d18463bc4b538e1a4a10e46b9ad6/Hestia label.jpg,"[{'objectName': 'c8085f1e4006d7ec6bfab96b8ba5fde1', 'name': 'Merlot', 'variety': 'Merlot'}, {'objectName': 'b2994c5c9c45038a4335e4d1a8b7503c', 'name': 'Syrah', 'variety': 'Syrah'}, {'objectName': '8f37cd25633c397dabee9f8e7c5bec95', 'name': 'Malbec', 'variety': 'Malbec'}, {'objectName': '{20FED10B-25AB-3097-9DA5-B97E27942837}', 'name': 'Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '72dbae02f877a7a8687eb36731b95303', 'name': 'Chenin Blanc', 'variety': 'Chenin Blanc'}]",660,1,4,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Heymann Whinery,https://www.washingtonwine.org/wineries/heymann-whinery/,http://www.heymannwhinery.com,"Heymann Whinery closed the downtown Centralia retail store and moved our wine and wine tasting back to the winery at our home in Chehalis. We are operating as a winery with wine tasting that includes an inside bar when it's cold and damp, and an...",360-748-9675,,h-whinery@localaccess.com,Winery,True,"Thurs, Fri - 3-7 pm
Sat - noon-5pm
Sun-Wed - call, if we are home, we're open",1,Southwest WA,https://wswc-1290.kxcdn.com/_assets/1fde7e04346dd38e459edafb2ec1dcce/Heymann_label.jpg,[],662,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hierophant Meadery,https://www.washingtonwine.org/wineries/hierophant-meadery/,http://www.hierophantmeadery.com,Hierophant Meadery is a family owned business located at the Historic Green Bluff Farm Community which strives to support small farms & apiaries. It is Hierophant Meadery's mission to model the importance of supporting local farmers and honey...,509-294-0134,,contact@hierophantmeadery.com,Winery,True,"April - October Saturdays & Sundays 1:00PM-6:00PM. See tasting calendar on our website for hours, farmer's markets, and tasting events, or find us at our co-op tasting room with Twilight Ciderworks at Solace Mead & Cider in Kendall Yards near downtown Spokane, WA.",1,Spokane,https://wswc-1290.kxcdn.com/_assets/6f182cd5add881d7015b80124e1b227b/separate wings hm_logo_finals - Transparent 1.png,"[{'objectName': 'a5a401948ea72b9bec020bfd13da171a', 'name': 'Hawthorn Tulsi Mead', 'variety': 'Mead'}, {'objectName': '1f2f36eaecf259e693b928436063f5bb', 'name': 'Lavender Citrus Mead', 'variety': 'Mead'}, {'objectName': '0f75c3b14f3c6a661966e32547337dce', 'name': 'Rose Cardamom Mead', 'variety': 'Mead'}, {'objectName': '1da3c3e01d169c2d21fb9f136a95161d', 'name': 'Matricaria Chamomile Mead', 'variety': 'Mead'}, {'objectName': '4a806020f20bae9c9891bf8bbf34caf2', 'name': 'Hopped Mead', 'variety': 'Mead'}, {'objectName': '8133634310d3ae6a4170d5857c81a927', 'name': 'Elderberry Session Mead', 'variety': 'Mead'}, {'objectName': '3410c49242d1b58f080a449ee16751dc', 'name': 'Chrysopoeia Traditional Off Dry Mead', 'variety': 'Mead'}, {'objectName': '5d27d6b16f3ca6ee9d7d74b40fbd5de0', 'name': 'Lemon Balm Mead', 'variety': 'Mead'}]",19969,0,0,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hightower Cellars,https://www.washingtonwine.org/wineries/hightower-cellars/,http://www.hightowercellars.com,"Start your tour of Red Mountain at the very top with the nuanced wines, breathtaking views and authentic winemaker experience of Hightower Cellars.  Hightower lets the powerful, concentrated fruit from its estate winery speak for itself,...",509-588-2867,,winemakers@hightowercellars.com,Winery,True,Thur - Mon 11AM-5PM,1,Red Mountain,https://wswc-1290.kxcdn.com/_assets/33161a508eddb947974356bc718cd80b/Hightower Cellars Logo Stacked RGB.jpg,[],667,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hinzerling Winery,https://www.washingtonwine.org/wineries/hinzerling-winery/,http://www.hinzerling.com,"Washington's Premier Dessert wine producer  and oldest family owned and operated winery- we have been producing grapes and fine wine since1976. If ya like'em rich, complex, and a tad sweet, we're your winery!!",1-800-727-6702,,mike@hinzerling.com,Winery,True,April-Christmas M-Sat 11-5 Sun. 11-3. Open Major Holiday and event weekends. Call for complete winter hours,1,Prosser,https://wswc-1290.kxcdn.com/_assets/0ebae64b7559cb288b6dbe0eb55b204f/Vintnwe's Inn Four.JPG,[],670,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hogue Cellars,https://www.washingtonwine.org/wineries/hogue-cellars/,http://www.hoguecellars.com,Discover The Hogue Cellars and discover the essence of Washington wine.,,,,Winery,True,Daily 10am - 5pm,1,Prosser,https://wswc-1290.kxcdn.com/_assets/b0b73d1d3102757711b257b01c16d1f1/THC Logo (4color).jpg,[],672,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hogue Ranches,https://www.washingtonwine.org/wineries/hogue-ranches_1/,,,,,,Winery,True,,,Other,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],1393,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Holmes Harbor Cellars,https://www.washingtonwine.org/wineries/holmes-harbor-cellars/,http://www.holmesharborcellars.com,"Holmes Harbor Cellars is situated on scenic Whidbey Island with stunning views of Holmes Harbor Bay. Feel free to come and share a taste, a glass, or a bottle. The estate is pleasing and enjoyable, situated on 20 wooded acres.",(360) 331-3544, - ,winemaster@holmesharborcellars.com,Winery,True,"Fridays, Saturdays and Sundays 11 a.m. - 5 p.m. or by appointment",1,Olympic Peninsula / Islands,https://wswc-1290.kxcdn.com/_assets/c8a1768a86c9b709dceba31066385780/teragre_logo.jpg,[],676,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Holocene Wines,https://www.washingtonwine.org/wineries/holocene-wines/,,,,,,Winery,False,,,Woodinville,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19832,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Honey Moon,https://www.washingtonwine.org/wineries/honey-moon/,,,,,,Winery,True,,,Other,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],679,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hoodsport Winery,https://www.washingtonwine.org/wineries/hoodsport-winery/,http://www.hoodsport.com,Hoodsport Winery on the Olympic Peninsula in Hoodsport is open daily.  Established in 1978 it is one of Washington States oldest continuing producing winery.  Enjoy your visit and sampling wines.,360-877-9894,360-877-9508,wine@hoodsport.com,Winery,True,Gift Shop and Wine Tasting Open Daily 10 am to 6pm,1,Olympic Peninsula / Islands,https://wswc-1290.kxcdn.com/_assets/89cc425611f641ea082757d15eecc577/hpw-vect-banner-1.jpg,"[{'objectName': 'f8b1055b72dc917f2d493a0e2ca26b0d', 'name': 'Syrah', 'variety': 'Blend - Bordeaux Style Red'}]",680,0,1,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Horan Estates Winery LLC,https://www.washingtonwine.org/wineries/horan-estates-winery_5/,http://www.horanestateswinery.com/,,,,,Winery,True,"Thursday - Saturday 12 to 5 pm
Sunday 11 am to 3 pm
February - December or by appt.  509-679-8705",1,Wenatchee,https://wswc-1290.kxcdn.com/_assets/db09fae1e22d57fb21ce32f22489e7e1/CabSauv_Label Draft5_Page_1.jpg,[],11626,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Horizons Edge winery,https://www.washingtonwine.org/wineries/horizons-edge-winery_2/,,,509-829-6401,,yvwine@aol.com,Winery,True,"Monday, Tuesday, Wednesday - closed 
Thursday, Friday 12pm - 5pm
Saturday, Sunday  11am - 5pm
winter: closed December - March, except President's Day weekend",,Yakima,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],18063,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House Wine,https://www.washingtonwine.org/wineries/house-wine/,http://originalhousewine.com/,,206.267.5252,206.267.5251,info@magnificentwine.com,Winery,False,,,Walla Walla,https://wswc-1290.kxcdn.com/_assets/21b1f0c288fd296405304b23f698dfb7/HouseWine_HR.jpg,"[{'objectName': '1a408d96c9fc4d7159a1e9b14e2393d5', 'name': 'House Red', 'variety': 'Blend - Other Red'}, {'objectName': 'e21e93ff0e1ed59b49bce170a8c2af15', 'name': 'Fish House Sauvignon Blanc', 'variety': 'Sauvignon Blanc'}, {'objectName': '0b47b9abe29f5b43f4f3c3a57e12c41e', 'name': 'House Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '1959c8712d79fd1aacb7a39b513f7807', 'name': 'Steak House Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}]",1189,2,2,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Hudson Shah,https://www.washingtonwine.org/wineries/hudson-shah/,http://www.darighe.com,,425-527-0608,425-527-0609,info@woodhouse-usa.com,Winery,False,"Daily from 12-5 (closed for some holidays so check first) December 25 & 26, and January 1 & 2",,Woodinville,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,"[{'objectName': '4e86918533357c1167847f0bbe319f1e', 'name': 'Hudson Shah Viognier', 'variety': 'Viognier'}, {'objectName': '8fab3709caee6ed7276764a231842221', 'name': 'Hudson Shah Malbec', 'variety': 'Malbec'}, {'objectName': '6bcc1eb9b185ed6642145ee558cd43ec', 'name': 'Hudson Shah Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '6ceb7c98553c8dbc2436b6f9bee3f2ea', 'name': 'Hudson Shah Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}]",689,2,2,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Hyatt Vineyards,https://www.washingtonwine.org/wineries/hyatt-vineyards/,http://www.hyattvineyards.com,,,,,Winery,True,11am-5pm daily,1,Yakima,https://wswc-1290.kxcdn.com/_assets/6d406cc821f6693401c0a8a9077d6d0d/05 Merlot.jpg,[],693,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Icicle Ridge Winery,https://www.washingtonwine.org/wineries/icicle-ridge-winery/,http://www.icicleridgewinery.com,,509-548-7019,,info@icicleridgewinery.com,Winery,True,Daily 12pm-5pm,1,Leavenworth,https://wswc-1290.kxcdn.com/_assets/ee5058d56a9ce7a9b30ef1e070230607/Icicle Ridge label2.jpg,[],696,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Icon Cellars,https://www.washingtonwine.org/wineries/icon-cellars/,,,,,,Winery,False,,,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],15586,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Isabella Grace Winery,https://www.washingtonwine.org/wineries/isabella-grace-winery/,,"Boutique winery featuring red varietals from the Yakima
Valley and the Columbia Valley",425-941-6364,425-432-0326,tom@isabellagracewinery.com,Winery,False,Wine tastings for small groups available by appointment,1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],4445,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Isenhower Cellars,https://www.washingtonwine.org/wineries/isenhower-cellars/,http://www.isenhowercellars.com,Isenhower Cellars was founded in 1999 by Denise and Brett Isenhower and was the 18th winery in Walla Walla.  Denise is the General Manager and Brett is the Winemaker.   Brett researched every state in the Western USA and chose Washington because...,(509)526.7896,,info@isenhowercellars.com,Winery,True,Daily 11AM - 4PM,1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/6685ddcd00237788245f688e3ff09dde/NEW Isenhower logo 2015 copy.jpg,"[{'objectName': 'd0ee665ab322f04919ba57844173d821', 'name': ""Batchelor's Button Cabernet Sauvignon"", 'variety': 'Cabernet Sauvignon'}, {'objectName': '3b0a17a7e90dcf660759726445d03692', 'name': 'Jongleur Petit Verdot', 'variety': 'Petit Verdot'}, {'objectName': 'e7e7dc057b0980909540db5e369e7ac9', 'name': 'Barrel Fermented Roussanne', 'variety': 'Roussanne'}, {'objectName': 'b52c1b25398ea4a3d1f9ec942cfde470', 'name': 'Blanc de Blanc Sparkling Roussanne', 'variety': 'Sparkling'}, {'objectName': 'a7bd7cdcef38c10b807f025518ae3216', 'name': ""Children's Reserve Cuvée"", 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'da183f5d6b2ed1f032a79ef7c76d1193', 'name': '20th Anniversary Petit Verdot Port', 'variety': 'Petit Verdot'}, {'objectName': '2b4d3d3ab8d98aeb450d314ddba28e24', 'name': 'Wild Thyme Bordeaux Blend', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '0c550a3d15d5b7220affd5333cf8c556', 'name': 'Rara Avis Grenache', 'variety': 'Grenache Noir'}, {'objectName': '4a6dcf0862345a982dc286214c6db455', 'name': 'Road Less Traveled Cabernet Franc', 'variety': 'Cabernet Franc'}, {'objectName': '00d9f9f738ac82e19dcaefa654dd7d7b', 'name': 'Wallula Vineyard Mourvèdre', 'variety': 'Mourvedre'}, {'objectName': '336a1ac18d88191835b689396fb61c9d', 'name': 'A Bloc Malbec', 'variety': 'Malbec'}, {'objectName': '1187aeb94d16a2b960e2bfc95a2579b3', 'name': 'Walla Walla Valley Viognier', 'variety': 'Viognier'}]",702,2,9,1,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
J &amp; A's Winery,https://www.washingtonwine.org/wineries/j-as-winery/,,,,,,Winery,True,"Saturday and Sunday, 1 to 5 p.m.",1,Woodinville,https://wswc-1290.kxcdn.com/_assets/ceeb489dd4aed4eb2fe4fb66c50cb54f/J & A's PIC.jpg,[],18088,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
J Bell Cellars,https://www.washingtonwine.org/wineries/j-bell-cellars/,,"At J Bell Cellars, you will find yourself immersed in the absolute harmony of exquisite-tasting wine, the soothing fragrance of lavender fields, and the pleasure of living.",,,,Winery,False,"Thank you for your interest in our winery!

Our courtyard overlooking the lavender field and Mts. Adams is available for picnicking at any time. Check the EVENTS page for upcoming events. 

J BELL CELLARS tasting room is open
Fri, Sat. and Sun. 11am - 5pm from   
April 1st to October 31.
 
For private tastings please contact us for an appointment.",1,Yakima,https://wswc-1290.kxcdn.com/_assets/9461fed198f0afaec51bf670146e312c/securedownload.jpg,[],18593,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
J Bookwalter Winery,https://www.washingtonwine.org/wineries/j-bookwalter-winery/,http://www.bookwalterwines.com,"Located in the Heart of the Columbia Valley, Bookwalter Winery has been producing small lots of high-quality wine since 1983. This family-owned & operated winery has a successful history of creating the finest Bordeaux blends in Washington State.",509.627.5000,,info@bookwalterwines.com,Winery,True,"Tasting Room Hours
Open Daily 12 to 5pm

Fiction Restaurant @ J. Bookwalter Winery
Open Daily 
Monday - Thursday 12pm - 9pm
Friday - Saturday 12pm - 10pm
Sunday - 10am - 8pm",1,Tri Cities,https://wswc-1290.kxcdn.com/_assets/1fb048c6a01b43ef34fccf813c282a0d/BookwalterLogo_Full.jpg,"[{'objectName': '8ff212ef3a80a8cd2dc0354a30f2745e', 'name': '2016 Protagonist', 'variety': 'Cabernet Sauvignon'}]",704,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
